"book_name","editor","org_name","publisher","publish_date","period","edu_level","category"
"新大学法语2教学参考书（第二版）","李志清、柳利","中国海洋大学","高等教育出版社",,"十二五","本科",
"新大学法语3教学参考书（第二版）","李志清、李军","中国海洋大学","高等教育出版社",,"十二五","本科",
"圣经文化导论（学生用书）","任东升、张德禄、马月兰","中国海洋大学","上海外语教育出版社",,"十二五","本科",
"圣经文化导论（教师用书）","任东升、张德禄、马月兰","中国海洋大学","上海外语教育出版社",,"十二五","本科",
"食品质量与安全实验技术（第二版）","汪东风","中国海洋大学","中国轻工业出版社",,"十二五","本科",
"物理化学简明教程","邵谦","山东科技大学","化学工业出版社",,"十二五","本科",
"工程力学","王永岩","青岛科技大学","科学出版社",,"十二五","本科",
"英汉双语工程力学电子教程","王永岩、谢里阳、潘一山、李庆领、张红霞、李玉良","青岛科技大学","科学出版社",,"十二五","本科",
"工程力学电子教程","王永岩、谢里阳、潘一山、付新华、陈丽、郭天同","青岛科技大学","科学出版社",,"十二五","本科",
"高分子物理学","吴其晔、张萍、杨文君、林润雄","青岛科技大学","高等教育出版社",,"十二五","本科",
"无机及分析化学教程","魏琴","济南大学","科学出版社",,"十二五","本科",
"无机及分析化学实验","魏琴、盛永丽","济南大学","科学出版社",,"十二五","本科",
"程序设计基础（C语言）","杨波、刘明军","济南大学","清华大学出版社",,"十二五","本科",
"程序设计基础（C语言）实验指导","潘玉奇、刘明军","济南大学","清华大学出版社",,"十二五","本科",
"计算机网络技术与应用（第2版）","董吉文、徐龙玺","济南大学","电子工业出版社",,"十二五","本科",
"建设法规概论（第二版）","刘文锋","青岛理工大学","高等教育出版社",,"十二五","本科",
"智能交通技术及其应用","曲大义、陈秀锋、魏金丽","青岛理工大学","机械工业出版社",,"十二五","本科",
"TRIZ入门100问——TRIZ创新工具导引","张明勤、范存礼、王日君、张士军","山东建筑大学","机械工业出版社",,"十二五","本科",
"建筑企业经营管理","桑培东、杨杰","山东建筑大学","中国电力出版社",,"十二五","本科",
"办公空间设计","薛娟、侯宁、王海燕","山东建筑大学","中国水利水电出版社",,"十二五","本科",
"线性代数（第二版）","孟昭为、孙锦萍、赵文玲","山东理工大学","科学出版社",,"十二五","本科",
"线性代数学习指导","孟昭为、赵文玲、孙锦萍","山东理工大学","科学出版社",,"十二五","本科",
"模拟电子技术基础","李震梅","山东理工大学","高等教育出版社",,"十二五","本科",
"网络与信息安全（第二版）","王凤英、程震","山东理工大学","中国铁道出版社",,"十二五","本科",
"蔬菜栽培学各论（北方本）（第四版）","王秀峰","山东农业大学","中国农业出版社",,"十二五","本科",
"病理生理学：案例版（第2版）","石增立、张建龙","潍坊医学院","科学出版社",,"十二五","本科",
"医学影像成像理论（第2版）","李月卿","泰山医学院","人民卫生出版社",,"十二五","本科",
"医学影像检查技术学（第2版）","于兹喜","泰山医学院","人民卫生出版社",,"十二五","本科",
"医学影像检查技术学实验指导","于兹喜","泰山医学院","人民卫生出版社",,"十二五","本科",
"组织学与胚胎学：案例版（第2版）","白咸勇、谌宏鸣","滨州医学院","科学出版社",,"十二五","本科",
"组织学与胚胎学（第3版）","刘黎青","山东中医药大学","中国中医药出版社",,"十二五","本科",
"组织学与胚胎学实验教程（第3版）","刘黎青","山东中医药大学","中国中医药出版社",,"十二五","本科",
"中国古代史史料学（第三版）","安作璋","山东师范大学","福建人民出版社",,"十二五","本科",
"发育生物学","安利国","山东师范大学","科学出版社",,"十二五","本科",
"教育社会学","徐瑞、刘慧珍","曲阜师范大学","北京师范大学出版社",,"十二五","本科",
"光学","王文军、张山彪、杨兆华","聊城大学","科学出版社",,"十二五","本科",
"近世代数（第三版）","杨子胥","山东财经大学","高等教育出版社",,"十二五","本科",
"财务管理学（第二版）","张涛","山东财经大学","经济科学出版社",,"十二五","本科",
"《财务管理学》学习指导（第二版）","张涛","山东财经大学","经济科学出版社",,"十二五","本科",
"摄影基础教程","王传东","山东工艺美术学院","辽宁科学技术出版社",,"十二五","本科",
"外国工艺美术史","董占军、张爱红、乔凯","山东工艺美术学院","清华大学出版社",,"十二五","本科",
"室内照明设计（第2版）","李文华","山东工艺美术学院","中国水利水电出版社",,"十二五","本科",
"民艺学概论","潘鲁生、唐家路","山东工艺美术学院","山东教育出版社",,"十二五","本科",
"机械原理","师忠秀","青岛大学","机械工业出版社",,"十二五","本科",
"机械原理习题集及学习指导（第2版）","王继荣、师忠秀","青岛大学","机械工业出版社",,"十二五","本科",
"编译原理","李劲华、丁洁玉","青岛大学","复旦大学出版社",,"十二五","本科",
"JavaME程序设计","孙更新、宾晟","青岛大学","人民邮电出版社",,"十二五","本科",
"医学遗传学（第3版）","王培林、傅松滨","青岛大学","科学出版社",,"十二五","本科",
"医学遗传学实验指导（第3版）","王修海、单长民、杨康娟","青岛大学","科学出版社",,"十二五","本科",
"房地产法（第四版）","房绍坤","烟台大学","北京大学出版社",,"十二五","本科",
"现代物流（双语）","王淑云","烟台大学","人民交通出版社",,"十二五","本科",
"电路与电子技术（第4版）","张虹","潍坊学院","北京航空航天大学出版社",,"十二五","本科",
"电路与电子技术学习辅导及实践指导（第4版）","张虹、王俊杰","潍坊学院","北京航空航天大学出版社",,"十二五","本科",
"物理实验教程（第3版）","原所佳","山东交通学院","国防工业出版社",,"十二五","本科",
"统计学（第二版）","吴风庆、王艳明","山东工商学院","科学出版社",,"十二五","本科",
"管理信息系统开发案例","于本海","山东工商学院","高等教育出版社",,"十二五","本科",
"山东海阳秧歌教程","张荫松、田露","烟台市群众艺术馆","上海音乐出版社",,"十二五","本科",
"犯罪学","许桂敏","郑州大学","郑州大学出版社",,"十二五","本科",
"军事理论教程（第四版）","宋毛平","郑州大学","郑州大学出版社",,"十二五","本科",
"医用物理学","唐伟跃、唐文春","郑州大学","高等教育出版社",,"十二五","本科",
"汇编语言程序设计（第4版）","钱晓捷","郑州大学","电子工业出版社",,"十二五","本科",
"工程经济学（第二版）","关罡、郝彤","郑州大学","郑州大学出版社",,"十二五","本科",
"砌体结构（第4版）","刘立新","郑州大学","武汉理工大学出版社",,"十二五","本科",
"印刷工艺","王晓予","郑州大学","大象出版社",,"十二五","本科",
"现代供电技术（第二版）","王福忠、王玉梅、邹有明","河南理工大学","中国电力出版社",,"十二五","本科",
"安全管理学","教育部高等学校安全工程学科教学指导委员会、景国勋、杨玉中","河南理工大学","中国劳动社会保障出版社",,"十二五","本科",
"大学计算机基础（第2版）","甘勇、尚展垒、张建伟","郑州轻工业学院","人民邮电出版社",,"十二五","本科",
"大学计算机基础实践教程（第2版）","甘勇、尚展垒、梁树军","郑州轻工业学院","人民邮电出版社",,"十二五","本科",
"高等数学（上册）","大学数学编写委员会《高等数学》编写组","河南科技大学","科学出版社",,"十二五","本科",
"高等数学（下册）","大学数学编写委员会《高等数学》编写组","河南科技大学","科学出版社",,"十二五","本科",
"C/C++程序设计教程--面向过程分册（第2版）","郑秋生","中原工学院","电子工业出版社",,"十二五","本科",
"C/C++程序设计教程--面向对象分册（第2版）","郑秋生","中原工学院","电子工业出版社",,"十二五","本科",
"烟草昆虫学（第二版）","罗梅浩、李正跃","河南农业大学","中国农业出版社",,"十二五","本科",
"饲料学（第二版）","王成章、王恬","河南农业大学","中国农业出版社",,"十二五","本科",
"现代教育技术","汪基德","河南大学","高等教育出版社",,"十二五","本科",
"现代广告摄影教程","田欣欣","河南大学","河南大学出版社",,"十二五","本科",
"新经济地理学","苗长虹、魏也华、吕拉昌","河南大学","科学出版社",,"十二五","本科",
"管理心理学","赵国祥","河南大学","高等教育出版社",,"十二五","本科",
