"book_name","editor","org_name","publisher","publish_date","period","edu_level","category"
"班级管理（第2版）","李学农","南京师范大学","高等教育出版社",,"十二五","本科",
"小学综合实践活动设计（第2版）","顾建军","南京师范大学","高等教育出版社",,"十二五","本科",
"学前教育学","虞永平、王春燕","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第一卷）先秦部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第二卷）秦汉魏晋南北朝部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第三卷）隋唐五代部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第四卷）宋辽金部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第五卷）元明部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"中国古代文学作品选（繁体字版）（第六卷）清、近代部分","郁贤皓","南京师范大学","高等教育出版社",,"十二五","本科",
"影视写作教程（第二版）","沈国芳、颜纯钧","南京师范大学","高等教育出版社",,"十二五","本科",
"秘书文档管理","丁晓昌、杨剑宇","南京师范大学","高等教育出版社",,"十二五","本科",
"当代电视编辑教程（第二版）","张晓锋","南京师范大学","复旦大学出版社",,"十二五","本科",
"最优化方法（第二版）","孙文瑜、徐成贤、朱德通","南京师范大学","高等教育出版社",,"十二五","本科",
"现代自然地理学（第二版）","王建","南京师范大学","高等教育出版社",,"十二五","本科",
"数字高程模型教程（第二版）","汤国安、李发源、刘学军","南京师范大学","科学出版社",,"十二五","本科",
"生理心理学","刘昌","南京师范大学","高等教育出版社",,"十二五","本科",
"Web程序设计（第3版）","吉根林、顾韵华","南京师范大学","电子工业出版社",,"十二五","本科",
"油画（第三版）","钱锋","南京师范大学","高等教育出版社",,"十二五","本科",
"语言能力训练——口语篇","杨亦鸣","江苏师范大学","高等教育出版社",,"十二五","本科",
"犯罪现场勘查学（修订本）","陈志军","江苏警官学院","中国人民公安大学出版社",,"十二五","本科",
"警察战术学","吴辉阳","江苏警官学院","中国人民公安大学出版社、群众出版社",,"十二五","本科",
"共和国音乐史","居其宏","南京艺术学院","中央音乐学院出版社",,"十二五","本科",
"数字音频编辑AdobeAudition3.0实用教程","庄元、王定朱、张弛","南京艺术学院","人民邮电出版社",,"十二五","本科",
"书法鉴赏","黄惇、金丹","南京艺术学院","江苏教育出版社",,"十二五","本科",
"中国艺术设计史","夏燕靖","南京艺术学院","南京师范大学出版社",,"十二五","本科",
"产品设计原理（第二版）","李亦文","南京艺术学院","化学工业出版社",,"十二五","本科",
"劳动经济学（第三版）","胡学勤","扬州大学","高等教育出版社",,"十二五","本科",
"秘书写作","柳宏、丁晓昌、杨剑宇","扬州大学","高等教育出版社",,"十二五","本科",
"新编大学化学实验（一）——基础知识与仪器","扬州大学、徐州师范大学、盐城师范学院、盐城工学院、徐州工程学院、淮海工学院、淮阴工学院","扬州大学","化学工业出版社",,"十二五","本科",
"新编大学化学实验（二）——基本操作","扬州大学、徐州师范大学、盐城师范学院、盐城工学院、徐州工程学院、淮海工学院、淮阴工学院","扬州大学","化学工业出版社",,"十二五","本科",
"新编大学化学实验（三）——仪器与参数测量","扬州大学、徐州师范大学、盐城师范学院、盐城工学院、徐州工程学院、淮海工学院、淮阴工学院","扬州大学","化学工业出版社",,"十二五","本科",
"新编大学化学实验（四）——综合与探究","扬州大学、徐州师范大学、盐城师范学院、盐城工学院、徐州工程学院、淮海工学院、淮阴工学院","扬州大学","化学工业出版社",,"十二五","本科",
"机械CAD/CAM技术（第3版）","王隆太、朱灯林、戴国洪、宋爱平","扬州大学","机械工业出版社",,"十二五","本科",
"数字图像处理（第2版）","胡学龙","扬州大学","电子工业出版社",,"十二五","本科",
"植物学（第二版）","金银根","扬州大学","科学出版社",,"十二五","本科",
"植物学实验与技术","金银根","扬州大学","科学出版社",,"十二五","本科",
"兽医流行病学（第三版）","刘秀梵","扬州大学","中国农业出版社",,"十二五","本科",
"材料力学（第2版）","王永廉","南京工程学院","机械工业出版社",,"十二五","本科",
"材料力学学习指导与题解（第2版）","王永廉、汪云祥、方建士","南京工程学院","机械工业出版社",,"十二五","本科",
"机器人技术基础（第二版）","刘极峰、丁继斌","南京工程学院","高等教育出版社",,"十二五","本科",
"电厂锅炉原理及设备（第三版）","叶江明","南京工程学院","中国电力出版社",,"十二五","本科",
"模拟电子技术基础（第2版）","胡晏如、耿苏燕","南京工程学院","高等教育出版社",,"十二五","本科",
"模拟电子技术基础学习指导与习题解答（第2版）","耿苏燕","南京工程学院","高等教育出版社",,"十二五","本科",
"数据结构（Java版）（第3版）","叶核亚","南京工程学院","电子工业出版社",,"十二五","本科",
"Java程序设计实用教程（第3版）","叶核亚","南京工程学院","电子工业出版社",,"十二五","本科",
"电力电子技术（第2版）","周渊深、宋永英","淮海工学院","机械工业出版社",,"十二五","本科",
"素描教程","邢小刚","金陵科技学院","人民美术出版社",,"十二五","本科",
"普通高等学校军事课教程","许金根、杨新","解放军南京陆军指挥学院","国防工业出版社",,"十二五","本科",
"天气学分析","陈中一、高传智、谢倩、罗坚、姜勇强、朱益民","解放军理工大学","气象出版社",,"十二五","本科",
"现代移动通信（第2版）","蔡跃明、吴启晖、田华、高瞻","解放军理工大学","机械工业出版社",,"十二五","本科",
"数据结构与算法","陈卫卫、王庆瑞","解放军理工大学","高等教育出版社",,"十二五","本科",
"浮桥工程","王建平","解放军理工大学","人民交通出版社",,"十二五","本科",
"比较教育（第四版）","王承绪、顾明远","浙江大学","人民教育出版社",,"十二五","本科",
"健康教育学（第二版）","王健、马军、王翔","浙江大学","高等教育出版社",,"十二五","本科",
"新编大学英语综合教程1（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程2（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程3（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程4（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程教师用书1（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程教师用书2（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程教师用书3（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语综合教程教师用书4（第三版）","应惠兰","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程1（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程2（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程3（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程4（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程教师用书1（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程教师用书2（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程教师用书3（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"新编大学英语视听说教程教师用书4（第三版）","何莲珍","浙江大学","外语教学与研究出版社",,"十二五","本科",
"数值计算方法（第3版）","朱建新、李有法","浙江大学","高等教育出版社",,"十二五","本科",
"概率论与数理统计及其应用（第二版）","盛骤、谢式千","浙江大学","高等教育出版社",,"十二五","本科",
"普通化学（第六版）","浙江大学普通化学教研组徐端钧","浙江大学","高等教育出版社",,"十二五","本科",
"化学与人类文明（第二版）","王彦广、吕萍","浙江大学","浙江大学出版社",,"十二五","本科",
"材料力学I（第5版）","刘鸿文","浙江大学","高等教育出版社",,"十二五","本科",
"材料力学II（第5版）","刘鸿文","浙江大学","高等教育出版社",,"十二五","本科",
"图学应用教程（第二版）","陆国栋、张树有、谭建荣、施岳定","浙江大学","高等教育出版社",,"十二五","本科",
"工程训练实训教程","周继烈、姚建华","浙江大学","科学出版社",,"十二五","本科",
"过程设备设计（第三版）","郑津洋、董其伍、桑芝富","浙江大学","化学工业出版社",,"十二五","本科",
"制冷与低温测试技术","甘智华、张小斌、王博","浙江大学","浙江大学出版社",,"十二五","本科",
"工程电磁场数值计算（第2版）","倪光正、杨仕友、邱捷","浙江大学","机械工业出版社",,"十二五","本科",
"电力电子技术（第二版）","贺益康、潘再平","浙江大学","科学出版社",,"十二五","本科",
"电路实验教程（第2版）","姚缨英","浙江大学","高等教育出版社",,"十二五","本科",
"电子技术基础实验教程（第二版）","阮秉涛、蔡忠法、樊伟敏、王小海","浙江大学","高等教育出版社",,"十二五","本科",
"计算机控制系统（第三版）","王慧","浙江大学","化学工业出版社",,"十二五","本科",
"自动检测技术与装置（第二版）","张宏建、黄志尧、周洪亮、冀海峰","浙江大学","化学工业出版社",,"十二五","本科",
"数据结构","陈越","浙江大学","高等教育出版社",,"十二五","本科",
"嵌入式系统原理与设计","陈文智、王总辉","浙江大学","清华大学出版社",,"十二五","本科",
"计算机图形学-原理、方法及应用（第3版）","潘云鹤、童若锋、唐敏","浙江大学","高等教育出版社",,"十二五","本科",
"化工热力学（第三版）","陈钟秀、顾飞燕、胡望明","浙江大学","化学工业出版社",,"十二五","本科",
"海洋技术教程","陈鹰、瞿逢重、宋宏、黄豪彩","浙江大学","浙江大学出版社",,"十二五","本科",
"环境化学","朱利中","浙江大学","高等教育出版社",,"十二五","本科",
"生物医学传感与检测","王平、刘清君","浙江大学","浙江大学出版社",,"十二五","本科",
"BiomedicalSensorsandMeasurement生物医学传感与检测","王平、刘清君、吴春生、Chung-ChiunLiu","浙江大学","浙江大学出版社、德国Springer出版社",,"十二五","本科",
"食品营养学","李铎","浙江大学","化学工业出版社",,"十二五","本科",
"建筑制图（第二版）","金方","浙江大学","中国建筑工业出版社",,"十二五","本科",
"建筑制图习题集（第二版）","金方","浙江大学","中国建筑工业出版社",,"十二五","本科",
"土壤学（第三版）","黄昌勇、徐建明","浙江大学","中国农业出版社",,"十二五","本科",
"医学微生物学（第2版）","严杰","浙江大学","高等教育出版社",,"十二五","本科",
"医学心理学（第2版）","姜乾金","浙江大学","人民卫生出版社",,"十二五","本科",
"外科学（第二版）","郑树森","浙江大学","高等教育出版社",,"十二五","本科",
"传染病学（第2版）","李兰娟","浙江大学","高等教育出版社",,"十二五","本科",
"政府绩效评估","范柏乃、段忠贤","浙江大学","中国人民大学出版社",,"十二五","本科",
"电子商务案例及分析","陈德人","浙江大学","高等教育出版社",,"十二五","本科",
"中国书法","任平","浙江大学","北京师范大学出版社",,"十二五","本科",
"数学建模","陈光亭、裘哲勇","杭州电子科技大学","高等教育出版社",,"十二五","本科",
"大学物理教程（上册）","徐江荣、赵金涛","杭州电子科技大学","科学出版社",,"十二五","本科",
"大学物理教程（下册）","徐江荣、葛凡","杭州电子科技大学","科学出版社",,"十二五","本科",
"大学物理教程习题集","赵金涛","杭州电子科技大学","科学出版社",,"十二五","本科",
"运动控制系统","薛安克、周亚军","杭州电子科技大学","高等教育出版社",,"十二五","本科",
"网络协议分析与实现","胡维华、胡昔祥、张祯、侯宏元","杭州电子科技大学","高等教育出版社",,"十二五","本科",
"应用统计学","卢冶飞、孙忠宝","浙江工业大学","清华大学出版社",,"十二五","本科",
"图学原理与工程制图教程","孙毅、章巧芳、舒欣","浙江工业大学","清华大学出版社",,"十二五","本科",
"图学原理与工程制图教程习题集","单继宏、鲍雨梅","浙江工业大学","清华大学出版社",,"十二五","本科",
"现代控制工程","王万良","浙江工业大学","高等教育出版社",,"十二五","本科",
"人工智能导论（第3版）","王万良","浙江工业大学","高等教育出版社",,"十二五","本科",
"不动产估价","虞晓芬","浙江工业大学","高等教育出版社",,"十二五","本科",
"技术经济学概论（第三版）","吴添祖、虞晓芬、龚建立","浙江工业大学","高等教育出版社",,"十二五","本科",
"时装工业导论","郭建南","浙江理工大学","中国纺织出版社",,"十二五","本科",
"成衣工艺学","邹奉元","浙江理工大学","浙江大学出版社",,"十二五","本科",
"创业管理：理论、流程与实践","胡剑锋、彭学兵","浙江理工大学","高等教育出版社",,"十二五","本科",
"海岛野外生存生活拓展训练教程","黄永良、傅纪良","浙江海洋学院","高等教育出版社",,"十二五","本科",
"港口物流——理论、实务与技术","汪长江","浙江海洋学院","清华大学出版社",,"十二五","本科",
"眼镜学","瞿佳","温州医科大学","人民卫生出版社",,"十二五","本科",
"医院绩效管理","魏晋才","温州医科大学","人民卫生出版社",,"十二五","本科",
"推拿学","范炳华","浙江中医药大学","中国中医药出版社",,"十二五","本科",
"推拿学习题集","范炳华","浙江中医药大学","中国中医药出版社",,"十二五","本科",
"刺法灸法学","方剑乔、王富春","浙江中医药大学","人民卫生出版社",,"十二五","本科",
"药用植物学","熊耀康、严铸云","浙江中医药大学","人民卫生出版社",,"十二五","本科",
"中医临床护理学（第2版）","孙秋华、陈佩仪","浙江中医药大学","中国中医药出版社",,"十二五","本科",
"中医护理学","孙秋华、孟繁洁","浙江中医药大学","人民卫生出版社",,"十二五","本科",
"幼儿园实用音乐（修订版）","于淳","浙江师范大学","浙江大学出版社",,"十二五","本科",
"语言学概论","张先亮、聂志平","浙江师范大学","高等教育出版社",,"十二五","本科",
"小学语文课程与教学（第2版）","江平","杭州师范大学","高等教育出版社",,"十二五","本科",
"数学课程与教学论","叶立军","杭州师范大学","浙江大学出版社",,"十二五","本科",
"急救护理学","许虹","杭州师范大学","人民卫生出版社",,"十二五","本科",
"电子商务服务","梁春晓","杭州师范大学","清华大学出版社",,"十二五","本科",
"中国民间文学概论（第二版）","黄涛","温州大学","中国人民大学出版社",,"十二五","本科",
"教师口语艺术","陈昕、屠国平","丽水学院","高等教育出版社",,"十二五","本科",
"统计学（第3版）","李金昌、苏为华","浙江工商大学","机械工业出版社",,"十二五","本科",
"C语言程序设计与实践","凌云、吴海燕、谢满德","浙江工商大学","机械工业出版社",,"十二五","本科",
"C语言程序设计与实践实验指导","谢满德、邵俊","浙江工商大学","机械工业出版社",,"十二五","本科",
"企业领导学（第二版）","盛亚、申作青","浙江工商大学","高等教育出版社",,"十二五","本科",
"会计信息系统","许永斌、董德民、夏江华","浙江工商大学","科学出版社",,"十二五","本科",
"市场营销专业实验（实训）指导教程","李勇、钱大可、翁胜斌","嘉兴学院","高等教育出版社",,"十二五","本科",
"二维设计基础（新一版）","王雪青、郑美京","中国美术学院","上海人民美术出版社",,"十二五","本科",
"现代玻璃艺术教学","于小平、韩熙","中国美术学院","安徽美术出版社",,"十二五","本科",
"质量管理学（第二版）","宋明顺","中国计量学院","科学出版社",,"十二五","本科",
"数据结构与算法","汪沁、奚李峰","浙江万里学院","清华大学出版社",,"十二五","本科",
"财政学","钟晓敏","浙江财经大学","高等教育出版社",,"十二五","本科",
"高级财务会计","邵毅平","浙江财经大学","浙江人民出版社",,"十二五","本科",
"资产评估学","郭化林","浙江财经大学","浙江人民出版社",,"十二五","本科",
"服务营销","王跃梅、高海霞、陈颖、吕丽辉","浙江财经大学","浙江大学出版社",,"十二五","本科",
"治安案件模拟实训教程","金诚","浙江警察学院","中国人民公安大学出版社",,"十二五","本科",
"应用语言学导论","卢植","宁波大学","高等教育出版社",,"十二五","本科",
"国际商法","陈建平、邹日强","宁波大学","苏州大学出版社",,"十二五","本科",
"工业产品设计与表达——机械产品开发概论","蒋亚南","宁波大学","机械工业出版社",,"十二五","本科",
"材料成形技术基础","于爱兵","宁波大学","清华大学出版社",,"十二五","本科",
"水产经济动物增养殖学","李明云","宁波大学","海洋出版社",,"十二五","本科",
"受众调查与收视分析","葛进平","浙江传媒学院","浙江大学出版社",,"十二五","本科",
"数控机床与编程（第2版）","郑堤","浙江大学宁波理工学院","机械工业出版社",,"十二五","本科",
"材料成形基本原理（第2版）","刘全坤","合肥工业大学","机械工业出版社",,"十二五","本科",
"误差理论与数据处理（第6版）","费业泰","合肥工业大学","机械工业出版社",,"十二五","本科",
"电力电子技术","张兴","合肥工业大学","科学出版社",,"十二五","本科",
"信号分析与处理（第2版）","徐科军、黄云志、林逸榕、陈强","合肥工业大学","清华大学出版社",,"十二五","本科",
"微机原理与接口技术（第3版）","彭虎、周佩玲、傅忠谦","合肥工业大学","电子工业出版社",,"十二五","本科",
"管理信息学（第二版）","杨善林、胡笑旋","合肥工业大学","高等教育出版社",,"十二五","本科",
"信息系统分析与开发技术","梁昌勇","合肥工业大学","电子工业出版社",,"十二五","本科",
"信息管理学（第三版）","李兴国","合肥工业大学","高等教育出版社",,"十二五","本科",
"微积分学导论（上册）","陈祖墀、宣本金、汪琥庭、吴健","中国科学技术大学","中国科学技术大学出版社",,"十二五","本科",
"微积分学导论（下册）","李思敏、宣本金、罗罗、叶盛","中国科学技术大学","中国科学技术大学出版社",,"十二五","本科",
"量子力学基础","朱栋培","中国科学技术大学","中国科学技术大学出版社",,"十二五","本科",
"生态学简明教程","沈显生","中国科学技术大学","中国科学技术大学出版社",,"十二五","本科",
"随机过程（第三版）","方兆本、缪柏其","中国科学技术大学","科学出版社",,"十二五","本科",
"高分子化学（第2版）","潘才元","中国科学技术大学","中国科学技术大学出版社",,"十二五","本科",
"简明中外新闻事业史（第2版）","蒋含平、谢鼎新","安徽大学","合肥工业大学出版社",,"十二五","本科",
"模拟电子技术基础","李国丽","安徽大学","高等教育出版社",,"十二五","本科",
"电脑辅助服装设计","袁惠芬、王旭","安徽工程大学","南京大学出版社",,"十二五","本科",
"线性代数","毕守东","安徽农业大学","中国农业出版社",,"十二五","本科",
"线性代数学习指导与习题精解（第二版）","毕守东","安徽农业大学","中国农业出版社",,"十二五","本科",
"组织学与胚胎学","陈晓蓉、徐晨","安徽医科大学","中国科学技术大学出版社",,"十二五","本科",
"旅游管理信息系统（第三版）","查良松、陆均良、罗仕伟","安徽师范大学","高等教育出版社",,"十二五","本科",
"建筑电气","方潜生","安徽建筑大学","中国建筑工业出版社",,"十二五","本科",
"统计学简明教程","曾五一","厦门大学","中国人民大学出版社",,"十二五","本科",
"税收学（第二版）","杨斌","厦门大学","科学出版社",,"十二五","本科",
"金融学","张亦春、许文彬","厦门大学","高等教育出版社",,"十二五","本科",
"广告心理学（修订版）","黄合水","厦门大学","高等教育出版社",,"十二五","本科",
"无机元素化学（第二版）","刘新锦、朱亚先、高飞","厦门大学","科学出版社",,"十二五","本科",
"无机元素化学学习指导","朱亚先、林丽榕、刘新锦","厦门大学","科学出版社",,"十二五","本科",
"小量-半微量-微量有机化学实验","林敏、周金梅、阮永红","厦门大学","高等教育出版社",,"十二五","本科",
"海洋生态学（第三版）","沈国英、黄凌风、郭丰、施并章","厦门大学","科学出版社",,"十二五","本科",
"动物生物学（第4版）","陈小麟、方文珍","厦门大学","高等教育出版社",,"十二五","本科",
"应用多元统计分析（第二版）","朱建平","厦门大学","科学出版社",,"十二五","本科",
"招聘与录用（第二版）","廖泉文","厦门大学","中国人民大学出版社",,"十二五","本科",
"立体构成（空间形态构成）","艾小群、吴振东","华侨大学","清华大学出版社",,"十二五","本科",
"大学物理学（上）","陆培民、陈美锋、曾永志","福州大学","清华大学出版社",,"十二五","本科",
"大学物理学（下）","陆培民、陈美锋、曾永志","福州大学","清华大学出版社",,"十二五","本科",
"现代物流概论（第二版）","王健","福州大学","北京大学出版社",,"十二五","本科",
"土木工程施工技术","蔡雪峰","福建工程学院","高等教育出版社",,"十二五","本科",
"砌体结构（第4版）","张建勋","福建工程学院","武汉理工大学出版社",,"十二五","本科",
"普通生物学（第2版）","魏道智","福建农林大学","高等教育出版社",,"十二五","本科",
"植物病毒学（第三版）","谢联辉、林奇英","福建农林大学","中国农业出版社",,"十二五","本科",
"茶叶深加工学","林金科","福建农林大学","中国农业出版社",,"十二五","本科",
"蜜蜂生理学","黄少康","福建农林大学","中国农业出版社",,"十二五","本科",
"护理伦理学","姜小鹰","福建医科大学","人民卫生出版社",,"十二五","本科",
"中医诊断学（第3版）","李灿东、吴承玉","福建中医药大学","中国中医药出版社",,"十二五","本科",
"中医骨伤科学（第3版）","王和鸣、黄桂成","福建中医药大学","中国中医药出版社",,"十二五","本科",
"教育测量与评价（第二版）","黄光扬","福建师范大学","华东师范大学出版社",,"十二五","本科",
"文化创意产业十五讲","刘泓、袁勇麟","福建师范大学","四川大学出版社",,"十二五","本科",
"大学物理上册（第2版）","许瑞珍、贾谊明","福建师范大学","机械工业出版社",,"十二五","本科",
"大学物理下册（第2版）","许瑞珍、贾谊明","福建师范大学","机械工业出版社",,"十二五","本科",
"土壤地理学（第二版）","朱鹤健、陈健飞、陈松林、何宜庚","福建师范大学","高等教育出版社",,"十二五","本科",
"发育生物学","尤永隆、林丹军、张彦定","福建师范大学","科学出版社",,"十二五","本科",
"发育生物学实验","林丹军、尤永隆、张彦定","福建师范大学","科学出版社",,"十二五","本科",
"认知心理学","连榕","福建师范大学","高等教育出版社",,"十二五","本科",
"电气控制与PLC工程应用","刘美俊","厦门理工学院","机械工业出版社",,"十二五","本科",
"文学欣赏与创作","袁勇麟、冯汝常","福建师范大学协和学院","四川大学出版社",,"十二五","本科",
"复变函数与积分变换","朱传喜、刘二根","南昌大学","江西高校出版社",,"十二五","本科",
"锻造工艺与模具设计","闫洪","南昌大学","机械工业出版社",,"十二五","本科",
"食品化学","谢明勇","南昌大学","化学工业出版社",,"十二五","本科",
"食品化学实验与习题","谢明勇、胡晓波","南昌大学","化学工业出版社",,"十二五","本科",
"食品工程原理","刘成梅、罗舜菁、张继鉴","南昌大学","化学工业出版社",,"十二五","本科",
"导游业务通论","黄细嘉","南昌大学","高等教育出版社",,"十二五","本科",
"线性代数","刘二根、谢霖铨","华东交通大学","江西高校出版社",,"十二五","本科",
"计算机绘图","涂晓斌、黄志超、唐刚","华东交通大学","江西高校出版社",,"十二五","本科",
"Java语言程序设计","丁振凡","华东交通大学","清华大学出版社",,"十二五","本科",
"工程项目经济分析","王永祥、陈进、李明","华东交通大学","北京理工大学出版社",,"十二五","本科",
"大学物理学（上册）","饶瑞昌、时钟涛","东华理工大学","高等教育出版社",,"十二五","本科",
"大学物理学（下册）","饶瑞昌、时钟涛","东华理工大学","高等教育出版社",,"十二五","本科",
"铀矿勘查学","王正其、夏菲、朱鹏飞、蔡煜琦","东华理工大学","哈尔滨工程大学出版社、北京航空航天大学出版社、北京理工大学出版社、哈尔滨工业大学出版社、西北工业大学出版社",,"十二五","本科",
"铀矿勘查学实习指导书","王正其","东华理工大学","哈尔滨工程大学出版社",,"十二五","本科",
"现代制造技术","王细洋","南昌航空大学","国防工业出版社",,"十二五","本科",
"无损检测实验","唐继红","南昌航空大学","机械工业出版社",,"十二五","本科",
"新编计算机基础教程","周立功","江西理工大学","北京航空航天大学出版社",,"十二五","本科",
"金银选矿与提取技术","周源、余新阳","江西理工大学","化学工业出版社",,"十二五","本科",
"生活陶艺","黄胜、李明珂、赵兰涛","景德镇陶瓷学院","中国民族摄影艺术出版社",,"十二五","本科",
"高等数学（第二版）","方桂英、崔克俭","江西农业大学","科学出版社",,"十二五","本科",
"中药药剂学（第3版）","杨明","江西中医药大学","中国中医药出版社",,"十二五","本科",
"大学体育理论与实践教程","罗林","江西师范大学","科学出版社",,"十二五","本科",
"英语专业毕业论文写作（第二版）","穆诗雄","江西师范大学","外语教学与研究出版社",,"十二五","本科",
"心理统计学","胡竹菁","江西师范大学","高等教育出版社",,"十二五","本科",
"心理与教育测量（第三版）","戴海崎、张锋、陈雪枫","江西师范大学","暨南大学出版社",,"十二五","本科",
"中级财务会计","朱清贞、陈燕萍、李霞","江西师范大学","江西高校出版社",,"十二五","本科",
"中国税制","王乔、姚林香","江西财经大学","经济科学出版社",,"十二五","本科",
"财经管理应用文写作","骆兵、王中云","江西财经大学","江西高校出版社",,"十二五","本科",
"公司财务学（第二版）","张蕊","江西财经大学","高等教育出版社",,"十二五","本科",
"创业通论（第二版）","卢福财","江西财经大学","高等教育出版社",,"十二五","本科",
"经济犯罪侦查学（第三版·2012）","程小白","江西警察学院","中国人民公安大学出版社",,"十二五","本科",
"产业组织理论与应用","李长英","山东大学","中国人民大学出版社",,"十二五","本科",
"政治科学研究方法概论","方雷、王元亮","山东大学","北京大学出版社",,"十二五","本科",
"实用俄汉汉俄翻译教程（上册）（第2版）","丛亚平","山东大学","外语教学与研究出版社",,"十二五","本科",
"实用俄汉汉俄翻译教程（下册）（第2版）","丛亚平","山东大学","外语教学与研究出版社",,"十二五","本科",
"大学韩国语（第一册）（修订版）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"大学韩国语（第二册）（修订版）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"大学韩国语（第三册）（修订版）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"大学韩国语（第四册）（修订版）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"大学韩国语（第五册）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"大学韩国语（第六册）","牛林杰、【韩】崔博光","山东大学","北京大学出版社",,"十二五","本科",
"美国戏剧史","郭继德","山东大学","南开大学出版社",,"十二五","本科",
"大学数学教程：微积分1（第二版）","刘建亚、吴臻","山东大学","高等教育出版社",,"十二五","本科",
"大学数学教程：微积分2（第二版）","刘建亚、吴臻","山东大学","高等教育出版社",,"十二五","本科",
"物理学（第四版）（上卷）","刘克哲、张承琚","山东大学","高等教育出版社",,"十二五","本科",
"物理学（第四版）（下卷）","刘克哲、张承琚","山东大学","高等教育出版社",,"十二五","本科",
"计算机绘图与三维造型（第2版）","廖希亮、张敏、朱敬莉","山东大学","机械工业出版社",,"十二五","本科",
"web技术导论（第3版）","郝兴伟","山东大学","清华大学出版社",,"十二五","本科",
"药物化学（第二版）","徐文方","山东大学","高等教育出版社",,"十二五","本科",
"医学免疫学（供双语教学用书）","孙汶生","山东大学","高等教育出版社",,"十二五","本科",
"断层解剖学（第2版）","刘树伟","山东大学","高等教育出版社",,"十二五","本科",
"组织学与胚胎学（第2版）","高英茂、李和","山东大学","人民卫生出版社",,"十二五","本科",
"局部解剖学（第2版）","王怀经、张绍祥","山东大学","人民卫生出版社",,"十二五","本科",
"政府与非营利组织会计","刘卫东、张立达、苑斌","山东大学","立信会计出版社",,"十二五","本科",
"市场营销学","梁文玲","山东大学","中国人民大学出版社",,"十二五","本科",
"美育十五讲","曾繁仁","山东大学","北京大学出版社",,"十二五","本科",
"工程图学教程","刘衍聪","中国石油大学（华东）","高等教育出版社",,"十二五","本科",
"工程图学教程习题集","刘衍聪","中国石油大学（华东）","高等教育出版社",,"十二五","本科",
"模拟电子技术基础（第三版）","刘润华、任旭虎","中国石油大学（华东）","中国石油大学出版社",,"十二五","本科",
"化工流程模拟实训-AspenPlus教程","孙兰义","中国石油大学（华东）","化学工业出版社",,"十二五","本科",
"油田化学（第2版）","赵福麟","中国石油大学（华东）","中国石油大学出版社",,"十二五","本科",
"油层物理学（第3版）","李爱芬","中国石油大学（华东）","中国石油大学出版社",,"十二五","本科",
"PhysicalPropertiesofPetroleumReservoir油层物理学","李爱芬、张志英","中国石油大学（华东）","中国石油大学出版社",,"十二五","本科",
"新大学法语1（第二版）","李志清、周林飞","中国海洋大学","高等教育出版社",,"十二五","本科",
"新大学法语2（第二版）","李志清、柳利","中国海洋大学","高等教育出版社",,"十二五","本科",
"新大学法语3（第二版）","李志清、李军","中国海洋大学","高等教育出版社",,"十二五","本科",
"新大学法语1教学参考书（第二版）","李志清、周林飞","中国海洋大学","高等教育出版社",,"十二五","本科",
